DELIVERY_NAME,DELIVERY_RATING,MARKET_NUMBER,MARKET_NAME,TIMEZONE,DASHER,IS_FIRST_DELIVERY,VEHICLE,CREATED_AT,QUOTED_DELIVERY_TIME,ESTIMATED_DELIVERY_TIME,ASAP,FRAUDULENT,ACTUAL_PICKUP_TIME,ACTUAL_DELIVERY_TIME,DASHER_ASSIGNED_TIME,MANUALLY_ASSIGNED,DASHER_CONFIRMED_TIME,DASHER_AT_STORE_TIME,CANCELLED_AT,ACTIVE_DATE,COMPOSITE_SCORE,SUBTOTAL,CONFIRM_TO_DELIVER_DURATION,DASHER_TO_RESTAURANT_DURATION,DASHER_WAIT_DURATION,RESTAURANT_TO_CUSTOMER_DURATION,WAS_BATCHED,TOTAL_ITEM_COUNT,DASHER_TO_STORE_TIME_CATEGORY,ACTUAL_PICKUP_TIME_GALAXY_A,ACTUAL_DELIVERY_TIME_GALAXY_A,DASHER_ASSIGNED_TIME_GALAXY_A,DASHER_AT_STORE_TIME_GALAXY_A,COMPOSITE_STAR_RATING,NUM_FIVE_STARS,NUM_DELIVERIES,NUM_ON_TIME_DELIVERIES
763,5,4050,Doorlanta,Galaxy A,Hersh,0,car,2055-06-06T20:49:22.056881Z,2055-06-06T21:34:22.116Z,2055-06-06T21:15:26.116Z,1,0,2055-06-06T21:24:02.692103Z,2055-06-06T21:42:23.006018Z,2055-06-06T20:49:27.297561Z,0,2055-06-06T20:49:39.612322Z,2055-06-06T21:00:28.316379Z,,6/6/2055,4.7,3000,3164,649,1414,1101,0,2,on time,2055-06-06T17:24:02.692103Z,2055-06-06T17:42:23.006018Z,2055-06-06T16:49:27.297561Z,2055-06-06T17:00:28.316379Z,4.7,212,624,347
620,5,4050,Doorlanta,Galaxy A,Benn,0,car,2055-06-05T21:09:40.857981Z,2055-06-05T22:04:41.05Z,2055-06-05T21:39:07.05Z,1,0,2055-06-05T21:25:40.92229Z,2055-06-05T21:32:41.968334Z,2055-06-05T21:09:47.363879Z,0,2055-06-05T21:10:12.890124Z,2055-06-05T21:12:03.863509Z,,6/5/2055,4.8,3000,1349,111,817,421,0,4,early,2055-06-05T17:25:40.92229Z,2055-06-05T17:32:41.968334Z,2055-06-05T17:09:47.363879Z,2055-06-05T17:12:03.863509Z,4.63,241,995,626
488,5,4050,Doorlanta,Galaxy A,Matthew,0,car,2055-06-04T23:26:41.942129Z,2055-06-05T00:23:33.998Z,2055-06-05T00:03:54.998Z,1,0,2055-06-04T23:58:15.937199Z,2055-06-05T00:16:42.572781Z,2055-06-04T23:27:47.361877Z,0,2055-06-04T23:28:45.761631Z,,,6/4/2055,4.6,3000,2877,,,1107,0,6,,2055-06-04T19:58:15.937199Z,2055-06-04T20:16:42.572781Z,2055-06-04T19:27:47.361877Z,,4.411111111,68,223,118
43,,4001,Dashattan,Galaxy A,Ron,0,bicycle,2055-06-01T21:28:28.414995Z,2055-06-01T22:28:53.484Z,2055-06-01T22:15:00.484Z,1,0,2055-06-01T22:01:28.740935Z,2055-06-01T22:21:44.189111Z,2055-06-01T21:31:14.20834Z,0,2055-06-01T21:31:20.343366Z,2055-06-01T21:47:24.75223Z,,6/1/2055,4.5,3000,3024,964,844,1216,0,3,early,2055-06-01T18:01:28.740935Z,2055-06-01T18:21:44.189111Z,2055-06-01T17:31:14.20834Z,2055-06-01T17:47:24.75223Z,4.56,765,2618,
348,,4050,Doorlanta,Galaxy A,Elon,0,car,2055-06-03T22:33:39.054428Z,2055-06-03T23:28:39.13Z,2055-06-03T23:06:05.13Z,1,0,2055-06-03T22:50:49.744728Z,2055-06-03T23:08:35.686044Z,2055-06-03T22:33:47.403277Z,0,2055-06-03T22:34:00.753385Z,2055-06-03T22:57:17.151669Z,,6/3/2055,4.3,3000,2075,1397,,1066,0,2,early,2055-06-03T18:50:49.744728Z,2055-06-03T19:08:35.686044Z,2055-06-03T18:33:47.403277Z,2055-06-03T18:57:17.151669Z,4.62,259,604,21
693,,4050,Doorlanta,Galaxy A,Joe,0,car,2055-06-06T00:02:57.04412Z,2055-06-06T01:14:21.122Z,2055-06-06T00:49:40.122Z,1,0,2055-06-06T00:17:50.407986Z,2055-06-06T00:34:15.851374Z,2055-06-06T00:11:27.482693Z,0,2055-06-06T00:11:33.141796Z,2055-06-06T00:18:26.692522Z,,6/5/2055,4.8,3000,1362,413,,985,0,3,late,2055-06-05T20:17:50.407986Z,2055-06-05T20:34:15.851374Z,2055-06-05T20:11:27.482693Z,2055-06-05T20:18:26.692522Z,4.38,196,626,
795,,4050,Doorlanta,Galaxy A,Hersh,0,car,2055-06-06T23:39:05.611101Z,2055-06-07T00:34:05.696Z,2055-06-07T00:06:55.696Z,1,0,2055-06-07T00:02:50.737295Z,2055-06-07T00:15:26.832701Z,2055-06-06T23:39:27.526198Z,0,2055-06-06T23:39:42.940933Z,2055-06-06T23:41:18.423529Z,,6/6/2055,3.582206251,3000,2144,96,1292,756,0,3,early,2055-06-06T20:02:50.737295Z,2055-06-06T20:15:26.832701Z,2055-06-06T19:39:27.526198Z,2055-06-06T19:41:18.423529Z,4.7,212,624,347
669,,4050,Doorlanta,Galaxy A,Katelynn,0,car,2055-06-05T23:11:26.934519Z,2055-06-06T00:29:43.018Z,2055-06-06T00:03:54.018Z,1,0,2055-06-05T23:36:09.944523Z,2055-06-05T23:46:26.945255Z,2055-06-05T23:18:07.67858Z,0,2055-06-05T23:18:27.350287Z,2055-06-05T23:28:34.370234Z,,6/5/2055,4.7,3000,1679,607,455,617,0,2,late,2055-06-05T19:36:09.944523Z,2055-06-05T19:46:26.945255Z,2055-06-05T19:18:07.67858Z,2055-06-05T19:28:34.370234Z,4.7,1261,3264,232
284,,4050,Doorlanta,Galaxy A,Cate,0,car,2055-06-03T16:18:07.752416Z,2055-06-03T17:34:32.841Z,2055-06-03T17:12:38.841Z,1,0,2055-06-03T16:54:28.464461Z,2055-06-03T17:09:17.368395Z,2055-06-03T16:20:47.445679Z,0,2055-06-03T16:20:52.614175Z,2055-06-03T16:33:47.405643Z,,6/3/2055,4.5,3000,2905,775,1241,889,0,3,early,2055-06-03T12:54:28.464461Z,2055-06-03T13:09:17.368395Z,2055-06-03T12:20:47.445679Z,2055-06-03T12:33:47.405643Z,4.49,2315,7039,763
163,5,4050,Doorlanta,Galaxy A,Matt,0,car,2055-06-02T20:49:57.568916Z,2055-06-02T21:48:37.641Z,2055-06-02T21:28:30.641Z,1,0,2055-06-02T21:14:00.259121Z,2055-06-02T21:35:51.138989Z,2055-06-02T20:59:42.843617Z,1,2055-06-02T21:00:14.435727Z,2055-06-02T21:10:40.252813Z,,6/2/2055,3.769433614,3000,2137,626,200,1311,0,2,late,2055-06-02T17:14:00.259121Z,2055-06-02T17:35:51.138989Z,2055-06-02T16:59:42.843617Z,2055-06-02T17:10:40.252813Z,4.22,1551,4625,
837,,4050,Doorlanta,Galaxy A,Joe,0,car,2055-06-07T15:56:05.692138Z,2055-06-07T16:55:55.775Z,2055-06-07T16:37:02.775Z,1,0,2055-06-07T16:38:12.780882Z,2055-06-07T17:12:11.564302Z,2055-06-07T15:58:27.285834Z,0,2055-06-07T15:58:34.668836Z,2055-06-07T16:35:20.179709Z,,6/7/2055,4.2,3000,4417,2206,172,2039,0,3,late,2055-06-07T12:38:12.780882Z,2055-06-07T13:12:11.564302Z,2055-06-07T11:58:27.285834Z,2055-06-07T12:35:20.179709Z,4.38,196,626,
193,,4050,Doorlanta,Galaxy A,Matt,0,car,2055-06-02T22:40:46.99148Z,2055-06-02T23:41:37.053Z,2055-06-02T23:22:44.053Z,1,0,2055-06-02T23:18:08.395219Z,2055-06-02T23:48:10.624264Z,2055-06-02T22:41:07.457784Z,0,2055-06-02T22:41:22.292416Z,2055-06-02T23:13:43.964752Z,,6/2/2055,4,3000,4008,1941,265,1802,0,3,late,2055-06-02T19:18:08.395219Z,2055-06-02T19:48:10.624264Z,2055-06-02T18:41:07.457784Z,2055-06-02T19:13:43.964752Z,4.22,1551,4625,
748,5,4001,Dashattan,Galaxy A,Sean,0,bicycle,2055-06-06T17:17:36.319962Z,2055-06-06T17:55:51.398Z,2055-06-06T17:45:44.398Z,1,0,2055-06-06T17:29:09.567086Z,2055-06-06T17:37:59.491604Z,2055-06-06T17:20:34.352601Z,0,2055-06-06T17:20:50.08123Z,2055-06-06T17:25:09.596824Z,,6/6/2055,3.379793039,3000,1029,259,240,530,0,2,on time,2055-06-06T13:29:09.567086Z,2055-06-06T13:37:59.491604Z,2055-06-06T13:20:34.352601Z,2055-06-06T13:25:09.596824Z,4.52,183,522,
651,5,4050,Doorlanta,Galaxy A,Benn,0,car,2055-06-05T22:29:23.76135Z,2055-06-05T23:22:31.863Z,2055-06-05T23:12:24.863Z,1,0,2055-06-05T22:47:21.136699Z,2055-06-05T23:15:20.185431Z,2055-06-05T22:34:07.962086Z,0,2055-06-05T22:34:59.911622Z,2055-06-05T22:40:34.846247Z,,6/5/2055,4.7,3000,2421,335,407,1679,0,3,on time,2055-06-05T18:47:21.136699Z,2055-06-05T19:15:20.185431Z,2055-06-05T18:34:07.962086Z,2055-06-05T18:40:34.846247Z,4.63,241,995,626
340,5,4050,Doorlanta,Galaxy A,Andy,0,car,2055-06-03T21:54:33.462953Z,2055-06-03T23:00:57.54Z,2055-06-03T22:41:16.54Z,1,0,2055-06-03T22:33:58.336249Z,2055-06-03T22:49:26.68629Z,2055-06-03T22:23:07.358923Z,0,2055-06-03T22:23:10.518251Z,2055-06-03T22:31:25.293028Z,,6/3/2055,4.7,3000,1576,495,153,928,0,2,,2055-06-03T18:33:58.336249Z,2055-06-03T18:49:26.68629Z,2055-06-03T18:23:07.358923Z,2055-06-03T18:31:25.293028Z,4.5,55,211,6
467,4,4050,Doorlanta,Galaxy A,Katelynn,0,car,2055-06-04T22:36:20.592633Z,2055-06-04T23:44:54.668Z,2055-06-04T23:23:00.668Z,1,0,2055-06-04T22:56:38.722916Z,2055-06-04T23:10:35.171271Z,2055-06-04T22:44:27.276203Z,0,2055-06-04T22:44:45.169385Z,2055-06-04T22:49:47.590471Z,,6/4/2055,4.5,3000,1550,302,411,837,0,3,early,2055-06-04T18:56:38.722916Z,2055-06-04T19:10:35.171271Z,2055-06-04T18:44:27.276203Z,2055-06-04T18:49:47.590471Z,4.7,1261,3264,232
694,,4050,Doorlanta,Galaxy A,Cate,0,car,2055-06-06T00:02:58.662849Z,2055-06-06T01:10:23.746Z,2055-06-06T00:48:29.746Z,1,0,2055-06-06T00:38:35.595995Z,2055-06-06T00:54:47.196117Z,2055-06-06T00:10:47.436499Z,0,2055-06-06T00:10:58.559977Z,2055-06-06T00:35:38.464702Z,,6/5/2055,4.7,3000,2629,1480,177,972,1,2,,2055-06-05T20:38:35.595995Z,2055-06-05T20:54:47.196117Z,2055-06-05T20:10:47.436499Z,2055-06-05T20:35:38.464702Z,4.49,2315,7039,763
477,,4050,Doorlanta,Galaxy A,Abhai,0,car,2055-06-04T22:51:46.490773Z,2055-06-04T23:41:54.568Z,2055-06-04T23:30:00.568Z,1,0,2055-06-04T23:18:02.124091Z,2055-06-04T23:31:32.969243Z,2055-06-04T23:00:27.64876Z,0,2055-06-04T23:00:33.968646Z,2055-06-04T23:05:28.290068Z,,6/4/2055,3.501498169,3000,1859,295,754,810,0,7,early,2055-06-04T19:18:02.124091Z,2055-06-04T19:31:32.969243Z,2055-06-04T19:00:27.64876Z,2055-06-04T19:05:28.290068Z,4.56,344,947,22
289,,4050,Doorlanta,Galaxy A,Matt,0,car,2055-06-03T16:39:29.328927Z,2055-06-03T17:46:41.415Z,2055-06-03T17:24:47.415Z,1,0,2055-06-03T17:12:57.04685Z,2055-06-03T17:24:42.244663Z,2055-06-03T16:47:07.494409Z,0,2055-06-03T16:47:13.420475Z,2055-06-03T17:05:50.5291Z,,6/3/2055,4.5,3000,2249,1117,427,705,0,3,late,2055-06-03T13:12:57.04685Z,2055-06-03T13:24:42.244663Z,2055-06-03T12:47:07.494409Z,2055-06-03T13:05:50.5291Z,4.22,1551,4625,
203,3,4050,Doorlanta,Galaxy A,Elon,0,car,2055-06-02T23:22:04.454466Z,2055-06-03T00:12:04.541Z,2055-06-02T23:51:12.541Z,1,0,2055-06-02T23:35:08.501291Z,2055-06-02T23:45:17.564943Z,2055-06-02T23:22:07.471865Z,0,2055-06-02T23:22:10.453552Z,2055-06-02T23:34:19.176067Z,,6/2/2055,4.5,3000,1387,729,49,609,0,4,on time,2055-06-02T19:35:08.501291Z,2055-06-02T19:45:17.564943Z,2055-06-02T19:22:07.471865Z,2055-06-02T19:34:19.176067Z,4.62,259,604,21
347,,4001,Dashattan,Galaxy A,KC,0,car,2055-06-03T22:27:21.508463Z,2055-06-03T23:31:54.563Z,2055-06-03T23:13:01.563Z,1,0,2055-06-03T22:48:38.46057Z,2055-06-03T22:58:06.878974Z,2055-06-03T22:27:34.54429Z,0,2055-06-03T22:27:52.40377Z,2055-06-03T22:37:30.549678Z,,6/3/2055,3.600245585,3000,1814,578,668,568,0,4,early,2055-06-03T18:48:38.46057Z,2055-06-03T18:58:06.878974Z,2055-06-03T18:27:34.54429Z,2055-06-03T18:37:30.549678Z,4.54,2229,6580,
392,,4001,Dashattan,Galaxy A,Arya,0,bicycle,2055-06-04T01:35:06.443903Z,2055-06-04T02:26:59.5Z,2055-06-04T02:06:52.5Z,1,0,2055-06-04T01:51:02.158463Z,2055-06-04T02:13:44.00356Z,2055-06-04T01:39:14.592963Z,0,2055-06-04T01:39:46.18416Z,2055-06-04T01:46:28.997431Z,,6/3/2055,4.6,3000,2038,402,274,1362,0,4,on time,2055-06-03T21:51:02.158463Z,2055-06-03T22:13:44.00356Z,2055-06-03T21:39:14.592963Z,2055-06-03T21:46:28.997431Z,4.17,457,1599,
440,,4050,Doorlanta,Galaxy A,Joe,0,car,2055-06-04T20:30:28.156013Z,2055-06-04T21:58:40.234Z,2055-06-04T21:35:27.234Z,1,0,2055-06-04T21:21:44.07203Z,2055-06-04T21:44:24.741301Z,2055-06-04T20:36:47.279635Z,0,2055-06-04T20:37:29.746857Z,2055-06-04T21:02:41.818378Z,,6/4/2055,4.8,3000,4015,1512,1143,1360,1,4,,2055-06-04T17:21:44.07203Z,2055-06-04T17:44:24.741301Z,2055-06-04T16:36:47.279635Z,2055-06-04T17:02:41.818378Z,4.38,196,626,
920,,4001,Dashattan,Galaxy A,Rachael,0,bicycle,2055-06-08T12:01:51.536797Z,2055-06-08T13:15:00Z,2055-06-08T13:15:00Z,0,0,2055-06-08T13:10:34.837326Z,2055-06-08T13:25:28.162976Z,2055-06-08T12:21:54.052626Z,0,2055-06-08T12:22:12.1608Z,2055-06-08T13:07:08.308979Z,,6/8/2055,4.059012801,3000,3796,2696,206,894,0,3,late,2055-06-08T09:10:34.837326Z,2055-06-08T09:25:28.162976Z,2055-06-08T08:21:54.052626Z,2055-06-08T09:07:08.308979Z,4.47,78,278,26
546,,4050,Doorlanta,Galaxy A,Hanna,0,car,2055-06-05T14:35:02.245758Z,2055-06-05T15:24:19.32Z,2055-06-05T15:14:12.32Z,1,0,2055-06-05T15:08:15.410939Z,2055-06-05T15:17:16.954303Z,2055-06-05T14:40:27.316864Z,0,2055-06-05T14:40:32.008981Z,2055-06-05T14:41:53.562463Z,,6/5/2055,4.6,3000,2204,81,1582,541,1,4,,2055-06-05T11:08:15.410939Z,2055-06-05T11:17:16.954303Z,2055-06-05T10:40:27.316864Z,2055-06-05T10:41:53.562463Z,4.79,1007,2899,1301
238,,4050,Doorlanta,Galaxy A,Cate,0,car,2055-06-03T01:08:33.322102Z,2055-06-03T02:10:21.392Z,2055-06-03T01:50:42.392Z,1,0,2055-06-03T01:49:48.666429Z,2055-06-03T02:03:39.514275Z,2055-06-03T01:08:47.344535Z,0,2055-06-03T01:08:51.852395Z,2055-06-03T01:26:41.946989Z,,6/2/2055,3.501498169,3000,3288,1070,1387,831,0,2,on time,2055-06-02T21:49:48.666429Z,2055-06-02T22:03:39.514275Z,2055-06-02T21:08:47.344535Z,2055-06-02T21:26:41.946989Z,4.49,2315,7039,763
937,,4050,Doorlanta,Galaxy A,Matthew,0,car,2055-06-08T15:49:02.635583Z,2055-06-08T16:39:02.706Z,2055-06-08T16:20:25.706Z,1,0,2055-06-08T16:10:20.455606Z,2055-06-08T16:27:49.195082Z,2055-06-08T15:49:07.398897Z,0,2055-06-08T15:49:12.905032Z,2055-06-08T15:54:48.842282Z,,6/8/2055,4.5,3000,2317,336,932,1049,0,4,early,2055-06-08T12:10:20.455606Z,2055-06-08T12:27:49.195082Z,2055-06-08T11:49:07.398897Z,2055-06-08T11:54:48.842282Z,4.411111111,68,223,118
66,5,4050,Doorlanta,Galaxy A,Katelynn,0,car,2055-06-01T22:42:48.81509Z,2055-06-01T23:43:02.893Z,2055-06-01T23:22:55.893Z,1,0,2055-06-01T23:10:12.671039Z,2055-06-01T23:26:32.719362Z,2055-06-01T22:49:07.473282Z,0,2055-06-01T22:50:45.219642Z,,,6/1/2055,4.7,3000,2147,,,980,0,3,,2055-06-01T19:10:12.671039Z,2055-06-01T19:26:32.719362Z,2055-06-01T18:49:07.473282Z,,4.7,1261,3264,232
353,,4050,Doorlanta,Galaxy A,Katelynn,0,car,2055-06-03T22:52:15.386647Z,2055-06-03T23:49:12.449Z,2055-06-03T23:35:19.449Z,1,0,2055-06-03T23:27:02.46443Z,2055-06-03T23:43:49.706007Z,2055-06-03T22:52:27.4622Z,0,2055-06-03T22:52:54.647628Z,2055-06-03T23:16:42.775225Z,,6/3/2055,4.4,3000,3055,1428,620,1007,0,3,,2055-06-03T19:27:02.46443Z,2055-06-03T19:43:49.706007Z,2055-06-03T18:52:27.4622Z,2055-06-03T19:16:42.775225Z,4.7,1261,3264,232
572,4,4050,Doorlanta,Galaxy A,Cate,0,car,2055-06-05T17:16:34.743603Z,2055-06-05T18:16:46.819Z,2055-06-05T18:03:28.819Z,1,0,2055-06-05T17:47:59.560733Z,2055-06-05T18:06:16.8379Z,2055-06-05T17:31:47.257391Z,0,2055-06-05T17:31:49.95064Z,2055-06-05T17:37:57.530801Z,,6/5/2055,4.8,3000,2067,368,602,1097,1,5,,2055-06-05T13:47:59.560733Z,2055-06-05T14:06:16.8379Z,2055-06-05T13:31:47.257391Z,2055-06-05T13:37:57.530801Z,4.49,2315,7039,763
1254,,4001,Dashattan,Galaxy A,KC,0,car,2055-06-11T16:17:04.251406Z,2055-06-11T17:37:58.301Z,2055-06-11T17:16:04.301Z,1,0,2055-06-11T17:00:39.472925Z,2055-06-11T17:12:12.833921Z,2055-06-11T16:28:54.262029Z,0,2055-06-11T16:29:15.904577Z,2055-06-11T16:45:40.606691Z,,6/11/2055,4.2,3000,2577,985,899,693,0,4,early,2055-06-11T13:00:39.472925Z,2055-06-11T13:12:12.833921Z,2055-06-11T12:28:54.262029Z,2055-06-11T12:45:40.606691Z,4.54,2229,6580,
426,,4050,Doorlanta,Galaxy A,Katelynn,0,car,2055-06-04T18:13:12.997915Z,2055-06-04T19:16:33.081Z,2055-06-04T18:54:39.081Z,1,0,2055-06-04T18:34:07.924432Z,2055-06-04T18:47:23.030703Z,2055-06-04T18:13:27.23985Z,0,2055-06-04T18:13:49.737576Z,2055-06-04T18:26:42.067813Z,,6/4/2055,4.8,3000,2014,773,445,796,0,4,on time,2055-06-04T14:34:07.924432Z,2055-06-04T14:47:23.030703Z,2055-06-04T14:13:27.23985Z,2055-06-04T14:26:42.067813Z,4.7,1261,3264,232
496,5,4050,Doorlanta,Galaxy A,Elon,0,car,2055-06-04T23:50:08.17045Z,2055-06-05T01:01:27.244Z,2055-06-05T00:36:46.244Z,1,0,2055-06-05T00:20:42.930645Z,2055-06-05T00:20:50.614376Z,2055-06-05T00:00:47.509225Z,0,2055-06-05T00:00:54.312218Z,2055-06-05T00:05:00.787244Z,,6/4/2055,2.848299368,3000,1196,246,942,8,0,2,on time,2055-06-04T20:20:42.930645Z,2055-06-04T20:20:50.614376Z,2055-06-04T20:00:47.509225Z,2055-06-04T20:05:00.787244Z,4.62,259,604,21
905,,4001,Dashattan,Galaxy A,Rojan,0,bicycle,2055-06-08T00:27:22.939553Z,2055-06-08T01:21:25.986287Z,2055-06-08T01:07:25.986287Z,1,0,2055-06-08T00:48:39.483683Z,2055-06-08T01:04:07.737436Z,2055-06-08T00:30:14.641034Z,0,2055-06-08T00:30:40.113521Z,2055-06-08T00:48:41.9808Z,,6/7/2055,4.4,3000,2007,1081,,928,0,3,on time,2055-06-07T20:48:39.483683Z,2055-06-07T21:04:07.737436Z,2055-06-07T20:30:14.641034Z,2055-06-07T20:48:41.9808Z,4.58,254,788,9
475,,4050,Doorlanta,Galaxy A,Cate,0,car,2055-06-04T22:48:55.739242Z,2055-06-04T23:39:29.791Z,2055-06-04T23:29:22.791Z,1,0,2055-06-04T23:21:00.399405Z,2055-06-04T23:34:27.700018Z,2055-06-04T22:52:27.536978Z,0,2055-06-04T22:52:30.659045Z,,,6/4/2055,4.4,3000,2517,,,807,1,3,,2055-06-04T19:21:00.399405Z,2055-06-04T19:34:27.700018Z,2055-06-04T18:52:27.536978Z,,4.49,2315,7039,763
362,,4050,Doorlanta,Galaxy A,Josh,0,car,2055-06-03T23:16:55.044264Z,2055-06-04T00:06:55.125Z,2055-06-03T23:47:29.125Z,1,0,2055-06-03T23:39:31.03845Z,2055-06-03T23:53:16.126208Z,2055-06-03T23:17:07.333201Z,0,2055-06-03T23:17:19.753095Z,2055-06-03T23:29:45.44832Z,,6/3/2055,4.6,3000,2157,746,586,825,0,4,on time,2055-06-03T19:39:31.03845Z,2055-06-03T19:53:16.126208Z,2055-06-03T19:17:07.333201Z,2055-06-03T19:29:45.44832Z,4.77,426,1226,85
835,,4001,Dashattan,Galaxy A,Bret,0,car,2055-06-07T15:44:14.290157Z,2055-06-07T16:44:23.362Z,2055-06-07T16:21:05.362Z,1,0,2055-06-07T16:21:08.536639Z,2055-06-07T16:54:13.905378Z,2055-06-07T15:51:54.994968Z,0,2055-06-07T15:52:17.393458Z,2055-06-07T16:15:30.318156Z,,6/7/2055,4.4,3000,3716,1393,338,1985,1,3,,2055-06-07T12:21:08.536639Z,2055-06-07T12:54:13.905378Z,2055-06-07T11:51:54.994968Z,2055-06-07T12:15:30.318156Z,3.82,174,773,
675,,4050,Doorlanta,Galaxy A,Cate,0,car,2055-06-05T23:22:48.428891Z,2055-06-06T00:17:57.501Z,2055-06-06T00:03:16.501Z,1,0,2055-06-05T23:40:35.685963Z,2055-06-05T23:55:02.876583Z,2055-06-05T23:25:27.571089Z,0,2055-06-05T23:25:30.708314Z,2055-06-05T23:30:49.538616Z,,6/5/2055,3.089402272,3000,1772,319,586,867,0,3,early,2055-06-05T19:40:35.685963Z,2055-06-05T19:55:02.876583Z,2055-06-05T19:25:27.571089Z,2055-06-05T19:30:49.538616Z,4.49,2315,7039,763
635,,4001,Dashattan,Galaxy A,Samm,0,car,2055-06-05T22:01:50.253115Z,2055-06-05T22:57:32.328Z,2055-06-05T22:37:53.328Z,1,0,2055-06-05T22:38:39.878043Z,2055-06-05T22:56:00.430445Z,2055-06-05T22:07:55.478494Z,0,2055-06-05T22:07:58.454939Z,2055-06-05T22:31:33.325731Z,,6/5/2055,4.4,3000,2882,1415,426,1041,0,2,late,2055-06-05T18:38:39.878043Z,2055-06-05T18:56:00.430445Z,2055-06-05T18:07:55.478494Z,2055-06-05T18:31:33.325731Z,4.03,505,1721,457
976,5,4001,Dashattan,Galaxy A,KC,0,car,2055-06-08T22:25:42.031067Z,2055-06-08T23:20:01.09Z,2055-06-08T23:00:22.09Z,1,0,2055-06-08T22:41:54.168894Z,2055-06-08T22:54:02.833507Z,2055-06-08T22:28:14.33652Z,0,2055-06-08T22:28:33.314521Z,2055-06-08T22:38:32.522132Z,,6/8/2055,4.1,3000,1529,599,202,728,0,3,on time,2055-06-08T18:41:54.168894Z,2055-06-08T18:54:02.833507Z,2055-06-08T18:28:14.33652Z,2055-06-08T18:38:32.522132Z,4.54,2229,6580,
1220,5,4001,Dashattan,Galaxy A,Awstin,1,bicycle,2055-06-11T01:07:20.43227Z,2055-06-11T02:00:26.476Z,2055-06-11T01:40:45.476Z,1,0,2055-06-11T01:32:39.882517Z,2055-06-11T01:43:01.868016Z,2055-06-11T01:13:15.342522Z,0,2055-06-11T01:13:43.265329Z,2055-06-11T01:30:00.548776Z,,6/10/2055,4.6,3000,1758,977,159,622,0,2,late,2055-06-10T21:32:39.882517Z,2055-06-10T21:43:01.868016Z,2055-06-10T21:13:15.342522Z,2055-06-10T21:30:00.548776Z,4.5,394,1403,
1327,4,4001,Dashattan,Galaxy A,Awstin,0,bicycle,2055-06-11T22:50:52.662097Z,2055-06-11T23:35:27.736Z,2055-06-11T23:20:20.736Z,1,0,2055-06-11T23:08:35.214464Z,2055-06-11T23:34:39.233406Z,2055-06-11T22:54:34.66612Z,0,2055-06-11T22:54:40.678805Z,2055-06-11T23:04:56.1796Z,,6/11/2055,4.6,3000,2399,616,219,1564,0,4,late,2055-06-11T19:08:35.214464Z,2055-06-11T19:34:39.233406Z,2055-06-11T18:54:34.66612Z,2055-06-11T19:04:56.1796Z,4.5,394,1403,
1356,,4001,Dashattan,Galaxy A,Bunje,0,bicycle,2055-06-12T00:12:46.569308Z,2055-06-12T01:04:02.629Z,2055-06-12T00:43:55.629Z,1,0,2055-06-12T00:30:22.978255Z,2055-06-12T00:36:29.939582Z,2055-06-12T00:22:34.973436Z,0,2055-06-12T00:22:50.853019Z,2055-06-12T00:28:07.288102Z,,6/11/2055,4.714704911,3000,819,317,135,367,0,3,late,2055-06-11T20:30:22.978255Z,2055-06-11T20:36:29.939582Z,2055-06-11T20:22:34.973436Z,2055-06-11T20:28:07.288102Z,4.7,443,1579,
143,,4001,Dashattan,Galaxy A,KC,0,car,2055-06-02T17:12:06.611571Z,2055-06-02T18:13:43.659Z,2055-06-02T17:53:36.659Z,1,0,2055-06-02T17:39:59.113971Z,2055-06-02T17:49:37.017683Z,2055-06-02T17:16:54.659826Z,0,2055-06-02T17:17:13.002203Z,2055-06-02T17:21:53.886507Z,,6/2/2055,3.8,3000,1944,280,1086,578,0,2,early,2055-06-02T13:39:59.113971Z,2055-06-02T13:49:37.017683Z,2055-06-02T13:16:54.659826Z,2055-06-02T13:21:53.886507Z,4.54,2229,6580,
458,,4050,Doorlanta,Galaxy A,Abhai,0,car,2055-06-04T22:05:47.591457Z,2055-06-04T23:00:47.656Z,2055-06-04T22:40:35.656Z,1,0,2055-06-04T22:31:45.78466Z,2055-06-04T22:38:51.928515Z,2055-06-04T22:15:27.330894Z,0,2055-06-04T22:15:31.731988Z,2055-06-04T22:20:26.540137Z,,6/4/2055,4.7,3000,1400,295,679,426,0,2,late,2055-06-04T18:31:45.78466Z,2055-06-04T18:38:51.928515Z,2055-06-04T18:15:27.330894Z,2055-06-04T18:20:26.540137Z,4.56,344,947,22
222,,4001,Dashattan,Galaxy A,Samm,0,car,2055-06-03T00:19:54.831233Z,2055-06-03T01:48:37.894Z,2055-06-03T01:20:24.894Z,1,0,2055-06-03T00:57:19.191429Z,2055-06-03T01:19:04.276341Z,2055-06-03T00:30:54.464123Z,0,2055-06-03T00:31:00.529109Z,2055-06-03T00:53:22.256751Z,,6/2/2055,4,3000,2884,1342,237,1305,0,2,late,2055-06-02T20:57:19.191429Z,2055-06-02T21:19:04.276341Z,2055-06-02T20:30:54.464123Z,2055-06-02T20:53:22.256751Z,4.03,505,1721,457
